date,district,cases
2020-09-15,Rahim Yar Khan,218
2020-09-16,Rahim Yar Khan,244
2020-09-17,Rahim Yar Khan,162
2020-09-18,Rahim Yar Khan,164
2020-09-19,Rahim Yar Khan,157
2020-09-20,Rahim Yar Khan,188
2020-09-21,Rahim Yar Khan,184
2020-09-22,Rahim Yar Khan,151
2020-09-23,Rahim Yar Khan,165
2020-09-24,Rahim Yar Khan,155
2020-09-25,Rahim Yar Khan,225
2020-09-26,Rahim Yar Khan,213
2020-09-27,Rahim Yar Khan,174
2020-09-28,Rahim Yar Khan,203
2020-09-29,Rahim Yar Khan,198
2020-09-30,Rahim Yar Khan,206
2020-10-01,Rahim Yar Khan,159
2020-10-02,Rahim Yar Khan,149
2020-10-03,Rahim Yar Khan,187
2020-10-04,Rahim Yar Khan,159
2020-10-05,Rahim Yar Khan,214
2020-10-06,Rahim Yar Khan,174
2020-10-07,Rahim Yar Khan,156
2020-10-08,Rahim Yar Khan,174
2020-10-09,Rahim Yar Khan,208
2020-10-10,Rahim Yar Khan,205
2020-10-11,Rahim Yar Khan,186
2020-10-12,Rahim Yar Khan,187
2020-10-13,Rahim Yar Khan,181
2020-10-14,Rahim Yar Khan,180
2020-10-15,Rahim Yar Khan,149
2020-10-16,Rahim Yar Khan,189
2020-10-17,Rahim Yar Khan,189
2020-10-18,Rahim Yar Khan,168
2020-10-19,Rahim Yar Khan,180
2020-10-20,Rahim Yar Khan,185
2020-10-21,Rahim Yar Khan,181
2020-10-22,Rahim Yar Khan,209
2020-10-23,Rahim Yar Khan,201
2020-10-24,Rahim Yar Khan,186
2020-10-25,Rahim Yar Khan,235
2020-10-26,Rahim Yar Khan,214
2020-10-27,Rahim Yar Khan,174
2020-10-28,Rahim Yar Khan,233
2020-10-29,Rahim Yar Khan,195
2020-10-30,Rahim Yar Khan,207
2020-10-31,Rahim Yar Khan,192
2020-11-01,Rahim Yar Khan,111
2020-11-02,Rahim Yar Khan,113
2020-11-03,Rahim Yar Khan,117
2020-11-04,Rahim Yar Khan,108
2020-11-05,Rahim Yar Khan,114
2020-11-06,Rahim Yar Khan,129
2020-11-07,Rahim Yar Khan,123
2020-11-08,Rahim Yar Khan,106
2020-11-09,Rahim Yar Khan,121
2020-11-10,Rahim Yar Khan,119
2020-11-11,Rahim Yar Khan,113
2020-11-12,Rahim Yar Khan,111
2020-11-13,Rahim Yar Khan,120
2020-11-14,Rahim Yar Khan,108
2020-11-15,Rahim Yar Khan,111
2020-11-16,Rahim Yar Khan,133
2020-11-17,Rahim Yar Khan,112
2020-11-18,Rahim Yar Khan,113
2020-11-19,Rahim Yar Khan,104
2020-11-20,Rahim Yar Khan,116
2020-11-21,Rahim Yar Khan,102
2020-11-22,Rahim Yar Khan,127
2020-11-23,Rahim Yar Khan,117
2020-11-24,Rahim Yar Khan,102
2020-11-25,Rahim Yar Khan,116
2020-11-26,Rahim Yar Khan,114
2020-11-27,Rahim Yar Khan,122
2020-11-28,Rahim Yar Khan,89
2020-11-29,Rahim Yar Khan,114
2020-11-30,Rahim Yar Khan,106
2020-12-01,Rahim Yar Khan,73
2020-12-02,Rahim Yar Khan,65
2020-12-03,Rahim Yar Khan,85
2020-12-04,Rahim Yar Khan,61
2020-12-05,Rahim Yar Khan,86
2020-12-06,Rahim Yar Khan,81
2020-12-07,Rahim Yar Khan,69
2020-12-08,Rahim Yar Khan,80
2020-12-09,Rahim Yar Khan,67
2020-12-10,Rahim Yar Khan,59
2020-12-11,Rahim Yar Khan,65
2020-12-12,Rahim Yar Khan,58
2020-12-13,Rahim Yar Khan,59
2020-12-14,Rahim Yar Khan,42
2020-12-15,Rahim Yar Khan,73
2020-12-16,Rahim Yar Khan,78
2020-12-17,Rahim Yar Khan,59
2020-12-18,Rahim Yar Khan,60
2020-12-19,Rahim Yar Khan,66
2020-12-20,Rahim Yar Khan,51
2020-12-21,Rahim Yar Khan,71
2020-12-22,Rahim Yar Khan,68
2020-12-23,Rahim Yar Khan,70
2020-12-24,Rahim Yar Khan,52
2020-12-25,Rahim Yar Khan,45
2020-12-26,Rahim Yar Khan,47
2020-12-27,Rahim Yar Khan,50
2020-12-28,Rahim Yar Khan,50
2020-12-29,Rahim Yar Khan,47
2020-12-30,Rahim Yar Khan,61
2020-12-31,Rahim Yar Khan,74
2021-01-01,Rahim Yar Khan,48
2021-01-02,Rahim Yar Khan,75
2021-01-03,Rahim Yar Khan,52
2021-01-04,Rahim Yar Khan,57
2021-01-05,Rahim Yar Khan,46
2021-01-06,Rahim Yar Khan,54
2021-01-07,Rahim Yar Khan,60
2021-01-08,Rahim Yar Khan,45
2021-01-09,Rahim Yar Khan,51
2021-01-10,Rahim Yar Khan,55
2021-01-11,Rahim Yar Khan,42
2021-01-12,Rahim Yar Khan,39
2021-01-13,Rahim Yar Khan,59
2021-01-14,Rahim Yar Khan,48
2021-01-15,Rahim Yar Khan,40
2021-01-16,Rahim Yar Khan,60
2021-01-17,Rahim Yar Khan,46
2021-01-18,Rahim Yar Khan,52
2021-01-19,Rahim Yar Khan,62
2021-01-20,Rahim Yar Khan,40
2021-01-21,Rahim Yar Khan,53
2021-01-22,Rahim Yar Khan,62
2021-01-23,Rahim Yar Khan,50
2021-01-24,Rahim Yar Khan,47
2021-01-25,Rahim Yar Khan,38
2021-01-26,Rahim Yar Khan,59
2021-01-27,Rahim Yar Khan,52
2021-01-28,Rahim Yar Khan,40
2021-01-29,Rahim Yar Khan,57
2021-01-30,Rahim Yar Khan,58
2021-01-31,Rahim Yar Khan,56
2021-02-01,Rahim Yar Khan,54
2021-02-02,Rahim Yar Khan,55
2021-02-03,Rahim Yar Khan,49
2021-02-04,Rahim Yar Khan,56
2021-02-05,Rahim Yar Khan,50
2021-02-06,Rahim Yar Khan,46
2021-02-07,Rahim Yar Khan,39
2021-02-08,Rahim Yar Khan,42
2021-02-09,Rahim Yar Khan,39
2021-02-10,Rahim Yar Khan,42
2021-02-11,Rahim Yar Khan,38
2021-02-12,Rahim Yar Khan,47
2021-02-13,Rahim Yar Khan,52
2021-02-14,Rahim Yar Khan,33
2021-02-15,Rahim Yar Khan,56
2021-02-16,Rahim Yar Khan,61
2021-02-17,Rahim Yar Khan,51
2021-02-18,Rahim Yar Khan,30
2021-02-19,Rahim Yar Khan,46
2021-02-20,Rahim Yar Khan,38
2021-02-21,Rahim Yar Khan,45
2021-02-22,Rahim Yar Khan,40
2021-02-23,Rahim Yar Khan,47
2021-02-24,Rahim Yar Khan,41
2021-02-25,Rahim Yar Khan,52
2021-02-26,Rahim Yar Khan,52
2021-02-27,Rahim Yar Khan,43
2021-02-28,Rahim Yar Khan,34
2021-03-01,Rahim Yar Khan,54
2021-03-02,Rahim Yar Khan,49
2021-03-03,Rahim Yar Khan,54
2021-03-04,Rahim Yar Khan,53
2021-03-05,Rahim Yar Khan,35
2021-03-06,Rahim Yar Khan,44
2021-03-07,Rahim Yar Khan,42
2021-03-08,Rahim Yar Khan,50
2021-03-09,Rahim Yar Khan,38
2021-03-10,Rahim Yar Khan,43
2021-03-11,Rahim Yar Khan,45
2021-03-12,Rahim Yar Khan,44
2021-03-13,Rahim Yar Khan,46
2021-03-14,Rahim Yar Khan,35
2021-03-15,Rahim Yar Khan,45
2021-03-16,Rahim Yar Khan,44
2021-03-17,Rahim Yar Khan,53
2021-03-18,Rahim Yar Khan,58
2021-03-19,Rahim Yar Khan,40
2021-03-20,Rahim Yar Khan,40
2021-03-21,Rahim Yar Khan,51
2021-03-22,Rahim Yar Khan,33
2021-03-23,Rahim Yar Khan,44
2021-03-24,Rahim Yar Khan,46
2021-03-25,Rahim Yar Khan,30
2021-03-26,Rahim Yar Khan,55
2021-03-27,Rahim Yar Khan,53
2021-03-28,Rahim Yar Khan,57
2021-03-29,Rahim Yar Khan,45
2021-03-30,Rahim Yar Khan,52
2021-03-31,Rahim Yar Khan,36
2021-04-01,Rahim Yar Khan,87
2021-04-02,Rahim Yar Khan,78
2021-04-03,Rahim Yar Khan,90
2021-04-04,Rahim Yar Khan,81
2021-04-05,Rahim Yar Khan,89
2021-04-06,Rahim Yar Khan,91
2021-04-07,Rahim Yar Khan,66
2021-04-08,Rahim Yar Khan,110
2021-04-09,Rahim Yar Khan,73
2021-04-10,Rahim Yar Khan,86
2021-04-11,Rahim Yar Khan,88
2021-04-12,Rahim Yar Khan,111
2021-04-13,Rahim Yar Khan,95
2021-04-14,Rahim Yar Khan,81
2021-04-15,Rahim Yar Khan,91
2021-04-16,Rahim Yar Khan,101
2021-04-17,Rahim Yar Khan,80
2021-04-18,Rahim Yar Khan,82
2021-04-19,Rahim Yar Khan,95
2021-04-20,Rahim Yar Khan,94
2021-04-21,Rahim Yar Khan,86
2021-04-22,Rahim Yar Khan,84
2021-04-23,Rahim Yar Khan,106
2021-04-24,Rahim Yar Khan,100
2021-04-25,Rahim Yar Khan,62
2021-04-26,Rahim Yar Khan,94
2021-04-27,Rahim Yar Khan,110
2021-04-28,Rahim Yar Khan,115
2021-04-29,Rahim Yar Khan,86
2021-04-30,Rahim Yar Khan,112
2021-05-01,Rahim Yar Khan,83
2021-05-02,Rahim Yar Khan,124
2021-05-03,Rahim Yar Khan,93
2021-05-04,Rahim Yar Khan,92
2021-05-05,Rahim Yar Khan,90
2021-05-06,Rahim Yar Khan,91
2021-05-07,Rahim Yar Khan,99
2021-05-08,Rahim Yar Khan,85
2021-05-09,Rahim Yar Khan,106
2021-05-10,Rahim Yar Khan,117
2021-05-11,Rahim Yar Khan,141
2021-05-12,Rahim Yar Khan,101
2021-05-13,Rahim Yar Khan,111
2021-05-14,Rahim Yar Khan,97
2021-05-15,Rahim Yar Khan,96
2021-05-16,Rahim Yar Khan,79
2021-05-17,Rahim Yar Khan,105
2021-05-18,Rahim Yar Khan,121
2021-05-19,Rahim Yar Khan,96
2021-05-20,Rahim Yar Khan,108
2021-05-21,Rahim Yar Khan,106
2021-05-22,Rahim Yar Khan,121
2021-05-23,Rahim Yar Khan,115
2021-05-24,Rahim Yar Khan,125
2021-05-25,Rahim Yar Khan,132
2021-05-26,Rahim Yar Khan,112
2021-05-27,Rahim Yar Khan,111
2021-05-28,Rahim Yar Khan,107
2021-05-29,Rahim Yar Khan,106
2021-05-30,Rahim Yar Khan,99
2021-05-31,Rahim Yar Khan,109
2021-06-01,Rahim Yar Khan,81
2021-06-02,Rahim Yar Khan,96
2021-06-03,Rahim Yar Khan,70
2021-06-04,Rahim Yar Khan,71
2021-06-05,Rahim Yar Khan,89
2021-06-06,Rahim Yar Khan,103
2021-06-07,Rahim Yar Khan,105
2021-06-08,Rahim Yar Khan,91
2021-06-09,Rahim Yar Khan,96
2021-06-10,Rahim Yar Khan,102
2021-06-11,Rahim Yar Khan,79
2021-06-12,Rahim Yar Khan,73
2021-06-13,Rahim Yar Khan,81
2021-06-14,Rahim Yar Khan,94
2021-06-15,Rahim Yar Khan,83
2021-06-16,Rahim Yar Khan,96
2021-06-17,Rahim Yar Khan,95
2021-06-18,Rahim Yar Khan,99
2021-06-19,Rahim Yar Khan,96
2021-06-20,Rahim Yar Khan,98
2021-06-21,Rahim Yar Khan,102
2021-06-22,Rahim Yar Khan,96
2021-06-23,Rahim Yar Khan,99
2021-06-24,Rahim Yar Khan,96
2021-06-25,Rahim Yar Khan,96
2021-06-26,Rahim Yar Khan,98
2021-06-27,Rahim Yar Khan,87
2021-06-28,Rahim Yar Khan,95
2021-06-29,Rahim Yar Khan,88
2021-06-30,Rahim Yar Khan,116
2021-07-01,Rahim Yar Khan,139
2021-07-02,Rahim Yar Khan,128
2021-07-03,Rahim Yar Khan,133
2021-07-04,Rahim Yar Khan,137
2021-07-05,Rahim Yar Khan,118
2021-07-06,Rahim Yar Khan,103
2021-07-07,Rahim Yar Khan,130
2021-07-08,Rahim Yar Khan,132
2021-07-09,Rahim Yar Khan,98
2021-07-10,Rahim Yar Khan,120
2021-07-11,Rahim Yar Khan,107
2021-07-12,Rahim Yar Khan,109
2021-07-13,Rahim Yar Khan,119
2021-07-14,Rahim Yar Khan,103
2021-07-15,Rahim Yar Khan,125
2021-07-16,Rahim Yar Khan,129
2021-07-17,Rahim Yar Khan,123
2021-07-18,Rahim Yar Khan,123
2021-07-19,Rahim Yar Khan,125
2021-07-20,Rahim Yar Khan,141
2021-07-21,Rahim Yar Khan,127
2021-07-22,Rahim Yar Khan,118
2021-07-23,Rahim Yar Khan,122
2021-07-24,Rahim Yar Khan,104
2021-07-25,Rahim Yar Khan,125
2021-07-26,Rahim Yar Khan,133
2021-07-27,Rahim Yar Khan,97
2021-07-28,Rahim Yar Khan,132
2021-07-29,Rahim Yar Khan,157
2021-07-30,Rahim Yar Khan,151
2021-07-31,Rahim Yar Khan,129
2021-08-01,Rahim Yar Khan,224
2021-08-02,Rahim Yar Khan,210
2021-08-03,Rahim Yar Khan,189
2021-08-04,Rahim Yar Khan,212
2021-08-05,Rahim Yar Khan,230
2021-08-06,Rahim Yar Khan,183
2021-08-07,Rahim Yar Khan,196
2021-08-08,Rahim Yar Khan,180
2021-08-09,Rahim Yar Khan,180
2021-08-10,Rahim Yar Khan,204
2021-08-11,Rahim Yar Khan,163
2021-08-12,Rahim Yar Khan,172
2021-08-13,Rahim Yar Khan,220
2021-08-14,Rahim Yar Khan,201
2021-08-15,Rahim Yar Khan,180
2021-08-16,Rahim Yar Khan,208
2021-08-17,Rahim Yar Khan,189
2021-08-18,Rahim Yar Khan,168
2021-08-19,Rahim Yar Khan,211
2021-08-20,Rahim Yar Khan,192
2021-08-21,Rahim Yar Khan,190
2021-08-22,Rahim Yar Khan,223
2021-08-23,Rahim Yar Khan,163
2021-08-24,Rahim Yar Khan,147
2021-08-25,Rahim Yar Khan,158
2021-08-26,Rahim Yar Khan,185
2021-08-27,Rahim Yar Khan,203
2021-08-28,Rahim Yar Khan,185
2021-08-29,Rahim Yar Khan,218
2021-08-30,Rahim Yar Khan,187
2021-08-31,Rahim Yar Khan,168
2021-09-01,Rahim Yar Khan,187
2021-09-02,Rahim Yar Khan,174
2021-09-03,Rahim Yar Khan,192
2021-09-04,Rahim Yar Khan,195
2021-09-05,Rahim Yar Khan,188
2021-09-06,Rahim Yar Khan,212
2021-09-07,Rahim Yar Khan,147
2021-09-08,Rahim Yar Khan,198
2021-09-09,Rahim Yar Khan,188
2021-09-10,Rahim Yar Khan,198
2021-09-11,Rahim Yar Khan,228
2021-09-12,Rahim Yar Khan,201
2021-09-13,Rahim Yar Khan,170
2021-09-14,Rahim Yar Khan,159
2021-09-15,Rahim Yar Khan,193
2021-09-16,Rahim Yar Khan,172
2021-09-17,Rahim Yar Khan,195
2021-09-18,Rahim Yar Khan,192
2021-09-19,Rahim Yar Khan,154
2021-09-20,Rahim Yar Khan,185
2021-09-21,Rahim Yar Khan,190
2021-09-22,Rahim Yar Khan,182
2021-09-23,Rahim Yar Khan,208
2021-09-24,Rahim Yar Khan,158
2021-09-25,Rahim Yar Khan,248
2021-09-26,Rahim Yar Khan,214
2021-09-27,Rahim Yar Khan,174
2021-09-28,Rahim Yar Khan,168
2021-09-29,Rahim Yar Khan,212
2021-09-30,Rahim Yar Khan,189
2021-10-01,Rahim Yar Khan,176
2021-10-02,Rahim Yar Khan,178
2021-10-03,Rahim Yar Khan,156
2021-10-04,Rahim Yar Khan,213
2021-10-05,Rahim Yar Khan,161
2021-10-06,Rahim Yar Khan,205
2021-10-07,Rahim Yar Khan,189
2021-10-08,Rahim Yar Khan,179
2021-10-09,Rahim Yar Khan,132
2021-10-10,Rahim Yar Khan,190
2021-10-11,Rahim Yar Khan,148
2021-10-12,Rahim Yar Khan,164
2021-10-13,Rahim Yar Khan,183
2021-10-14,Rahim Yar Khan,179
2021-10-15,Rahim Yar Khan,175
2021-10-16,Rahim Yar Khan,185
2021-10-17,Rahim Yar Khan,175
2021-10-18,Rahim Yar Khan,182
2021-10-19,Rahim Yar Khan,158
2021-10-20,Rahim Yar Khan,155
2021-10-21,Rahim Yar Khan,174
2021-10-22,Rahim Yar Khan,199
2021-10-23,Rahim Yar Khan,192
2021-10-24,Rahim Yar Khan,199
2021-10-25,Rahim Yar Khan,172
2021-10-26,Rahim Yar Khan,210
2021-10-27,Rahim Yar Khan,189
2021-10-28,Rahim Yar Khan,181
2021-10-29,Rahim Yar Khan,218
2021-10-30,Rahim Yar Khan,177
2021-10-31,Rahim Yar Khan,157
2021-11-01,Rahim Yar Khan,104
2021-11-02,Rahim Yar Khan,123
2021-11-03,Rahim Yar Khan,91
2021-11-04,Rahim Yar Khan,121
2021-11-05,Rahim Yar Khan,118
2021-11-06,Rahim Yar Khan,120
2021-11-07,Rahim Yar Khan,121
2021-11-08,Rahim Yar Khan,127
2021-11-09,Rahim Yar Khan,142
2021-11-10,Rahim Yar Khan,112
2021-11-11,Rahim Yar Khan,99
2021-11-12,Rahim Yar Khan,96
2021-11-13,Rahim Yar Khan,136
2021-11-14,Rahim Yar Khan,109
2021-11-15,Rahim Yar Khan,125
2021-11-16,Rahim Yar Khan,116
2021-11-17,Rahim Yar Khan,118
2021-11-18,Rahim Yar Khan,123
2021-11-19,Rahim Yar Khan,130
2021-11-20,Rahim Yar Khan,130
2021-11-21,Rahim Yar Khan,114
2021-11-22,Rahim Yar Khan,116
2021-11-23,Rahim Yar Khan,112
2021-11-24,Rahim Yar Khan,129
2021-11-25,Rahim Yar Khan,132
2021-11-26,Rahim Yar Khan,87
2021-11-27,Rahim Yar Khan,92
2021-11-28,Rahim Yar Khan,111
2021-11-29,Rahim Yar Khan,98
2021-11-30,Rahim Yar Khan,91
2021-12-01,Rahim Yar Khan,72
2021-12-02,Rahim Yar Khan,78
2021-12-03,Rahim Yar Khan,59
2021-12-04,Rahim Yar Khan,88
2021-12-05,Rahim Yar Khan,62
2021-12-06,Rahim Yar Khan,90
2021-12-07,Rahim Yar Khan,63
2021-12-08,Rahim Yar Khan,74
2021-12-09,Rahim Yar Khan,64
2021-12-10,Rahim Yar Khan,59
2021-12-11,Rahim Yar Khan,64
2021-12-12,Rahim Yar Khan,58
2021-12-13,Rahim Yar Khan,51
2021-12-14,Rahim Yar Khan,49
2021-12-15,Rahim Yar Khan,59
2021-12-16,Rahim Yar Khan,71
2021-12-17,Rahim Yar Khan,73
2021-12-18,Rahim Yar Khan,69
2021-12-19,Rahim Yar Khan,84
2021-12-20,Rahim Yar Khan,54
2021-12-21,Rahim Yar Khan,46
2021-12-22,Rahim Yar Khan,72
2021-12-23,Rahim Yar Khan,57
2021-12-24,Rahim Yar Khan,68
2021-12-25,Rahim Yar Khan,54
2021-12-26,Rahim Yar Khan,64
2021-12-27,Rahim Yar Khan,75
2021-12-28,Rahim Yar Khan,44
2021-12-29,Rahim Yar Khan,68
2021-12-30,Rahim Yar Khan,58
2021-12-31,Rahim Yar Khan,60
2022-01-01,Rahim Yar Khan,54
2022-01-02,Rahim Yar Khan,78
2022-01-03,Rahim Yar Khan,71
2022-01-04,Rahim Yar Khan,54
2022-01-05,Rahim Yar Khan,73
2022-01-06,Rahim Yar Khan,56
2022-01-07,Rahim Yar Khan,63
2022-01-08,Rahim Yar Khan,66
2022-01-09,Rahim Yar Khan,60
2022-01-10,Rahim Yar Khan,48
2022-01-11,Rahim Yar Khan,36
2022-01-12,Rahim Yar Khan,59
2022-01-13,Rahim Yar Khan,43
2022-01-14,Rahim Yar Khan,51
2022-01-15,Rahim Yar Khan,52
2022-01-16,Rahim Yar Khan,54
2022-01-17,Rahim Yar Khan,64
2022-01-18,Rahim Yar Khan,48
2022-01-19,Rahim Yar Khan,47
2022-01-20,Rahim Yar Khan,53
2022-01-21,Rahim Yar Khan,55
2022-01-22,Rahim Yar Khan,55
2022-01-23,Rahim Yar Khan,51
2022-01-24,Rahim Yar Khan,32
2022-01-25,Rahim Yar Khan,34
2022-01-26,Rahim Yar Khan,52
2022-01-27,Rahim Yar Khan,29
2022-01-28,Rahim Yar Khan,38
2022-01-29,Rahim Yar Khan,52
2022-01-30,Rahim Yar Khan,52
2022-01-31,Rahim Yar Khan,48
2022-02-01,Rahim Yar Khan,47
2022-02-02,Rahim Yar Khan,54
2022-02-03,Rahim Yar Khan,47
2022-02-04,Rahim Yar Khan,53
2022-02-05,Rahim Yar Khan,59
2022-02-06,Rahim Yar Khan,40
2022-02-07,Rahim Yar Khan,47
2022-02-08,Rahim Yar Khan,47
2022-02-09,Rahim Yar Khan,43
2022-02-10,Rahim Yar Khan,33
2022-02-11,Rahim Yar Khan,43
2022-02-12,Rahim Yar Khan,52
2022-02-13,Rahim Yar Khan,67
2022-02-14,Rahim Yar Khan,53
2022-02-15,Rahim Yar Khan,51
2022-02-16,Rahim Yar Khan,42
2022-02-17,Rahim Yar Khan,54
2022-02-18,Rahim Yar Khan,52
2022-02-19,Rahim Yar Khan,34
2022-02-20,Rahim Yar Khan,38
2022-02-21,Rahim Yar Khan,39
2022-02-22,Rahim Yar Khan,40
2022-02-23,Rahim Yar Khan,40
2022-02-24,Rahim Yar Khan,37
2022-02-25,Rahim Yar Khan,45
2022-02-26,Rahim Yar Khan,35
2022-02-27,Rahim Yar Khan,49
2022-02-28,Rahim Yar Khan,48
2022-03-01,Rahim Yar Khan,60
2022-03-02,Rahim Yar Khan,42
2022-03-03,Rahim Yar Khan,41
2022-03-04,Rahim Yar Khan,55
2022-03-05,Rahim Yar Khan,49
2022-03-06,Rahim Yar Khan,39
2022-03-07,Rahim Yar Khan,44
2022-03-08,Rahim Yar Khan,41
2022-03-09,Rahim Yar Khan,37
2022-03-10,Rahim Yar Khan,43
2022-03-11,Rahim Yar Khan,43
2022-03-12,Rahim Yar Khan,73
2022-03-13,Rahim Yar Khan,53
2022-03-14,Rahim Yar Khan,49
2022-03-15,Rahim Yar Khan,53
2022-03-16,Rahim Yar Khan,41
2022-03-17,Rahim Yar Khan,49
2022-03-18,Rahim Yar Khan,50
2022-03-19,Rahim Yar Khan,50
2022-03-20,Rahim Yar Khan,48
2022-03-21,Rahim Yar Khan,52
2022-03-22,Rahim Yar Khan,47
2022-03-23,Rahim Yar Khan,44
2022-03-24,Rahim Yar Khan,39
2022-03-25,Rahim Yar Khan,35
2022-03-26,Rahim Yar Khan,43
2022-03-27,Rahim Yar Khan,33
2022-03-28,Rahim Yar Khan,49
2022-03-29,Rahim Yar Khan,48
2022-03-30,Rahim Yar Khan,51
2022-03-31,Rahim Yar Khan,44
2022-04-01,Rahim Yar Khan,90
2022-04-02,Rahim Yar Khan,92
2022-04-03,Rahim Yar Khan,84
2022-04-04,Rahim Yar Khan,73
2022-04-05,Rahim Yar Khan,74
2022-04-06,Rahim Yar Khan,76
2022-04-07,Rahim Yar Khan,89
2022-04-08,Rahim Yar Khan,84
2022-04-09,Rahim Yar Khan,91
2022-04-10,Rahim Yar Khan,95
2022-04-11,Rahim Yar Khan,94
2022-04-12,Rahim Yar Khan,81
2022-04-13,Rahim Yar Khan,79
2022-04-14,Rahim Yar Khan,108
2022-04-15,Rahim Yar Khan,91
2022-04-16,Rahim Yar Khan,112
2022-04-17,Rahim Yar Khan,94
2022-04-18,Rahim Yar Khan,93
2022-04-19,Rahim Yar Khan,80
2022-04-20,Rahim Yar Khan,86
2022-04-21,Rahim Yar Khan,91
2022-04-22,Rahim Yar Khan,89
2022-04-23,Rahim Yar Khan,96
2022-04-24,Rahim Yar Khan,94
2022-04-25,Rahim Yar Khan,79
2022-04-26,Rahim Yar Khan,107
2022-04-27,Rahim Yar Khan,102
2022-04-28,Rahim Yar Khan,104
2022-04-29,Rahim Yar Khan,113
2022-04-30,Rahim Yar Khan,110
2022-05-01,Rahim Yar Khan,92
2022-05-02,Rahim Yar Khan,93
2022-05-03,Rahim Yar Khan,92
2022-05-04,Rahim Yar Khan,123
2022-05-05,Rahim Yar Khan,92
2022-05-06,Rahim Yar Khan,108
2022-05-07,Rahim Yar Khan,103
2022-05-08,Rahim Yar Khan,108
2022-05-09,Rahim Yar Khan,103
2022-05-10,Rahim Yar Khan,103
2022-05-11,Rahim Yar Khan,113
2022-05-12,Rahim Yar Khan,101
2022-05-13,Rahim Yar Khan,85
2022-05-14,Rahim Yar Khan,111
2022-05-15,Rahim Yar Khan,100
2022-05-16,Rahim Yar Khan,125
2022-05-17,Rahim Yar Khan,99
2022-05-18,Rahim Yar Khan,92
2022-05-19,Rahim Yar Khan,121
2022-05-20,Rahim Yar Khan,99
2022-05-21,Rahim Yar Khan,113
2022-05-22,Rahim Yar Khan,126
2022-05-23,Rahim Yar Khan,110
2022-05-24,Rahim Yar Khan,116
2022-05-25,Rahim Yar Khan,114
2022-05-26,Rahim Yar Khan,84
2022-05-27,Rahim Yar Khan,89
2022-05-28,Rahim Yar Khan,115
2022-05-29,Rahim Yar Khan,102
2022-05-30,Rahim Yar Khan,128
2022-05-31,Rahim Yar Khan,99
2022-06-01,Rahim Yar Khan,56
2022-06-02,Rahim Yar Khan,106
2022-06-03,Rahim Yar Khan,114
2022-06-04,Rahim Yar Khan,81
2022-06-05,Rahim Yar Khan,72
2022-06-06,Rahim Yar Khan,91
2022-06-07,Rahim Yar Khan,87
2022-06-08,Rahim Yar Khan,99
2022-06-09,Rahim Yar Khan,89
2022-06-10,Rahim Yar Khan,75
2022-06-11,Rahim Yar Khan,89
2022-06-12,Rahim Yar Khan,100
2022-06-13,Rahim Yar Khan,107
2022-06-14,Rahim Yar Khan,81
2022-06-15,Rahim Yar Khan,116
2022-06-16,Rahim Yar Khan,92
2022-06-17,Rahim Yar Khan,78
2022-06-18,Rahim Yar Khan,76
2022-06-19,Rahim Yar Khan,116
2022-06-20,Rahim Yar Khan,76
2022-06-21,Rahim Yar Khan,102
2022-06-22,Rahim Yar Khan,96
2022-06-23,Rahim Yar Khan,108
2022-06-24,Rahim Yar Khan,102
2022-06-25,Rahim Yar Khan,95
2022-06-26,Rahim Yar Khan,106
2022-06-27,Rahim Yar Khan,101
2022-06-28,Rahim Yar Khan,117
2022-06-29,Rahim Yar Khan,89
2022-06-30,Rahim Yar Khan,117
2022-07-01,Rahim Yar Khan,107
2022-07-02,Rahim Yar Khan,122
2022-07-03,Rahim Yar Khan,130
2022-07-04,Rahim Yar Khan,145
2022-07-05,Rahim Yar Khan,132
2022-07-06,Rahim Yar Khan,137
2022-07-07,Rahim Yar Khan,112
2022-07-08,Rahim Yar Khan,127
2022-07-09,Rahim Yar Khan,119
2022-07-10,Rahim Yar Khan,126
2022-07-11,Rahim Yar Khan,114
2022-07-12,Rahim Yar Khan,107
2022-07-13,Rahim Yar Khan,116
2022-07-14,Rahim Yar Khan,121
2022-07-15,Rahim Yar Khan,114
2022-07-16,Rahim Yar Khan,121
2022-07-17,Rahim Yar Khan,142
2022-07-18,Rahim Yar Khan,130
2022-07-19,Rahim Yar Khan,102
2022-07-20,Rahim Yar Khan,139
2022-07-21,Rahim Yar Khan,135
2022-07-22,Rahim Yar Khan,121
2022-07-23,Rahim Yar Khan,140
2022-07-24,Rahim Yar Khan,128
2022-07-25,Rahim Yar Khan,112
2022-07-26,Rahim Yar Khan,70
2022-07-27,Rahim Yar Khan,124
2022-07-28,Rahim Yar Khan,133
2022-07-29,Rahim Yar Khan,131
2022-07-30,Rahim Yar Khan,121
2022-07-31,Rahim Yar Khan,110
2022-08-01,Rahim Yar Khan,205
2022-08-02,Rahim Yar Khan,197
2022-08-03,Rahim Yar Khan,190
2022-08-04,Rahim Yar Khan,226
2022-08-05,Rahim Yar Khan,193
2022-08-06,Rahim Yar Khan,218
2022-08-07,Rahim Yar Khan,172
2022-08-08,Rahim Yar Khan,221
2022-08-09,Rahim Yar Khan,191
2022-08-10,Rahim Yar Khan,184
2022-08-11,Rahim Yar Khan,195
2022-08-12,Rahim Yar Khan,229
2022-08-13,Rahim Yar Khan,179
2022-08-14,Rahim Yar Khan,183
